hcp_name,num_articles,title,authors,journal,publication_year,abstract,hcp_name_short,scraped_from
Jonas Holm,25,improvement cycloid psychosis following electroconvulsive therapy,"J Holm, O Brus, U Båve, M Landen",nordic journal of,2017.0,"background: the treatment choice cycloid psychosis traditionally electroconvulsive therapy (ect), lack studies effectiveness. aims: the primary aim register study determine rates remission response ect",J Holm,gs
Jonas Holm,25,pseudomonas aeruginosa patients cystic fibrosis strongly associated chronic obstructive lung disease,"J Holm, O Hilberg, N Lauritsen",dan med j,2013.0,"dan med j 2013; 609 (6): a4636 2 danish medical journal dan med j 60/6 june 2013 computed tomography (ct) thorax, number lung disease-related admissions mortality. finally, deterioration lung function evaluated comparing change forced",J Holm,gs
Jonas Holm,25,utility ntprobnp objective marker postoperative heart failure coronary artery bypass surgery prospective observational study,"H Jiang, J Holm, Ö Friberg",perioperative,2021.0,postoperative heart failure (phf) main cause mortality cardiac surgery unbiased evaluation phf difficult. we investigated utility postoperative nt-probnp objective marker phf coronary artery bypass surgery (cabg). prospective study,J Holm,gs
Jonas Holm,25,copeptin release cardiac surgerya new biomarker identify risk patients,"J Holm, Z Szabó, U Alehagen, T Lindahl",journal of cardiothoracic,2018.0,objective to dynamics copeptin open cardiac surgery perioperative course. design prospective cohort study. setting single tertiary hospital. participants twenty patients scheduled open cardiac surgery procedures cardiopulmonary bypass (…,J Holm,gs
Jonas Holm,25,attitudes barriers concerns regarding telemedicine among swedish primary care physicians a qualitative study,"H Glock, V Nymberg, B Bolmsjö, J Holm",journal of general,2021.0,"purpose the primary care physician’s traditional patient contacts challenged rapidly accelerating digital transformation. in quantitative survey analysis based theory planned behavior, high behavioral intention use telemedicine swedish",J Holm,gs
Jonas Holm,25,upper limb disorders biomedical laboratory workers pipettes,"J Holm, O Mortensen, F Gyntelberg",cogent medicine,2016.0,"laboratory workers engaged biomedical work process series specimens repetitive static manual activities. the widespread use stamp pipettes particular suspected entail upper-limb disorders. our primary aim test, cumulated pipette",J Holm,gs
Jonas Holm,25,the s100b substudy glutamics trial glutamate infusion associated sustained elevation plasma s100b coronary surgery,"M Vidlund, J Holm, E Håkanson, Ö Friberg",clinical nutrition,2010.0,"background & aims concerns raised potential neurological injury related exogenous glutamate. in cardiac surgery glutamate administered putative cardioprotective agent cardioplegia intravenous infusion. in glutamics trial,",J Holm,gs
Jonas Holm,25,post hoc analysis glutamicstrial intravenous glutamate infusion use inotropic drugs cabg,"M Vidlund, B Tajik, E Håkanson, Ö Friberg, J Holm",bmc,2015.0,intravenous glutamate reduced risk developing severe circulatory failure isolated coronary artery bypass graft surgery (cabg) acute coronary syndrome (acs) double-blind randomised clinical trial (glutamics-clinicaltrials.gov identifier: nct00489827 ).,J Holm,gs
Jonas Holm,25,local biomarkers involved interplay obesity breast cancer,"J Holm, A Rosendahl, S Borgquist",cancers,2021.0,"simple summary breast cancer second common cancer women worldwide. the risk developing breast cancer depends mechanisms, age, heredity, reproductive factors, physical inactivity, obesity. obesity increases risk breast",J Holm,gs
Jonas Holm,25,early experience implantation new pulsatile total artificial heart tah pig,"Z Szabó, J Holm, A Najar, G Hellers",journal of clinical &,2017.0,the shortage donor hearts physiological impact pulsatile perfusion driven technical innovation research efforts create positive displacement total artificial heart produce pulsatile flow reasonable size long-term assist chronic heart,J Holm,gs
Jonas Holm,25,modest associations selfreported physical workload neck trouble populationbased twin control study,"J Holm, J Hartvigsen, S Lings, K Kyvik",international archives of,2013.0,"objectives to investigate relationship self-reported physical workload neck trouble (nt) twins. additionally, explore relationship physical workload nt influenced genetic factors. methods a twin control study performed",J Holm,gs
Jonas Holm,25,the impact glutamate infusion postoperative ntprobnp patients undergoing coronary artery bypass surgery randomized study,"H Jiang, J Holm, M Vidlund, F Vanky, Ö Friberg",journal of translational,2020.0,"background glutamate, key intermediate myocardial metabolism, enhance myocardial recovery ischemia possibly reduce incidence severity postoperative heart failure coronary artery bypass surgery (cabg). n-terminal pro-b-type natriuretic",J Holm,gs
Jonas Holm,25,forgiftning med muldvarpegasningsmidlet aluminiumfosfid,"T Andersen, J Holm, T Andersen",ugeskr laeger,1996.0,"i danmark anvendes aluminiumfosfid (alp)–den toksiske bestanddel mortalin muldvarpe-og mosegrisegas–til bekæmpelse af såvel disse dyr som til gasning af skadedyr korn-og frølagre. i perioden 1970-1990 har giftinformationen, rigshospitalet, registreret 13 mulige,",J Holm,gs
Jonas Holm,25,a new total artificial heart concept allowing replacement support native heart,"H Ahn, J Holm, A Najar, G Hellers",journal of clinical &,2018.0,a total artificial heart (tah) typically bridge time heart transplantation. a device designed robert jarvik improved years syncardia™ successful commercially available tah far. since,J Holm,gs
Jörn Schneede,7,biological clinical implications mthfr c677t polymorphism,"P Ueland, S Hustad, J Schneede, H Refsum",trends in,2001.0,the enzyme methylenetetrahydrofolate reductase (mthfr) directs folate species dna synthesis homocysteine (hcy) remethylation. the common mthfr c677t polymorphism affects activity enzyme folate distribution. under conditions,J Schneede,gs
Jörn Schneede,7,vkorc11639g a cyp2c9 ephx1 691a g genotype body weight age important predictors warfarin maintenance doses patients ,"Q Gu, Y Kong, J Schneede, Y Xiao, L Chen",european journal of,2010.0,"objective to investigate contribution genetic polymorphisms vitamin k epoxide reductase complex subunit 1 gene vkorc1-1639g>a, cytochrome p450 2c9 gene (cyp2c9), ephxi, clinical factors warfarin sensitivity southwest chinese han patients",J Schneede,gs
Jörn Schneede,7,plasma concentrations homocysteine aminothiol compounds related food intake healthy human subjects,"A Guttormsen, J Schneede, T Fiskerstrand",the journal of,1994.0,"we investigated total, free protein-bound plasma homocysteine, cysteine cysteinylglycine 13 subjects aged 24–29 y breakfast 0900 h containing 15–18 g protein dinner 1500 h containing ∼50 g protein. twelve subjects normal fasting",J Schneede,gs
Jörn Schneede,7,quantification methylmalonic acid human plasma hydrophilic interaction liquid chromatography separation mass spectrometric detection,"H Lakso, P Appelblad, J Schneede",clinical chemistry,2008.0,background: measurement methylmalonic acid (mma) serum plasma useful diagnosing cobalamin deficiency. we developed method quantifying mma plasma based hydrophilic interaction liquid chromatography (hilic) single-stage negative,J Schneede,gs
Jörn Schneede,7,the methylenetetrahydrofolate reductase 677c t polymorphism modulator b vitamin network major effects homocysteine metabolism,"S Hustad, Ø Midttun, J Schneede, S Vollset",the american journal of,2007.0,"folates carriers one-carbon units metabolized 5,10-methylenetetrahydrofolate reductase (mthfr) enzymes use riboflavin, cobalamin, vitamin b6 cofactors. these b vitamins essential remethylation transsulfuration",J Schneede,gs
Jörn Schneede,7,vitamin b6 colorectal cancer risk prospective populationbased study 3 distinct plasma markers vitamin b6 status,"B Gylling, R Myte, J Schneede",american journal of,2017.0,"background: higher plasma concentrations vitamin b-6 marker pyridoxal 5′-phosphate (plp) associated reduced colorectal cancer (crc) risk. inflammatory processes, including vitamin b-6 catabolism, explain findings. objective: we",J Schneede,gs
Jörn Schneede,7,multianalyte quantification vitamin b6 b2 species nanomolar range human plasma liquid chromatographytandem mass spectrometry,"Ø Midttun, S Hustad, E Solheim, J Schneede",clinical,2005.0,"background: homocysteine, risk factor cardiovascular disease, cognitive disorders, pregnancy complications, exists point metabolic convergence b vitamins, including vitamins b 6 b 2 (riboflavin). measurement forms",J Schneede,gs
Judith Bjöhle,14,gene expression profiling spares early breast cancer patients adjuvant therapy derived validated populationbased cohorts,"Y Pawitan, J Bjöhle, L Amler",breast cancer,2005.0,"adjuvant breast cancer therapy significantly improves survival, overtreatment undertreatment major problems. breast cancer expression profiling far mainly identify women poor prognosis candidates adjuvant therapy",J Bjöhle,gs
Judith Bjöhle,14,radiation pneumonitis breast cancer irradiation analysis complication probability relative seriality model,"G Gagliardi, J Bjöhle, I Lax, A Ottolenghi",international journal of,2000.0,background: toxicity respiratory common radiotherapy thoracic tumors; breast cancer patients represent groups long expected survival. the quantification lung tissue response irradiation important,J Bjöhle,gs
Judith Bjöhle,14,assessment early response biomarkers relation longterm survival patients her2negative breast cancer receiving neoadjuvant chemotherapy plus ,"S Kimbung, I Markholm, J Bjöhle",journal of cancer,2018.0,"pathologic complete response (pcr) predictor favorable outcome neoadjuvant treatment early breast cancer. modulation gene expression provide early readouts biological activity prognosis, offering possibility timely response‐guided",J Bjöhle,gs
